"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"44771","2006-12-17T13:00:00","48.90","-43.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10034",,,"3",,,,,,,"84",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T13:00:00","46.74","-43.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10079",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-17T13:20:00","43.17","-47.82",,,"1","3","2","5",,,,"3",,,,,,,,,,"10109",,,"3",,,,,,,"96",,,,,,,,,,,,,"173","37","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T13:41:00","48.54","-42.69",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T13:50:00","48.97","-43.29",,,"1","3","2","5",,,,"3",,,,,,,,,,"10042",,,"3",,,,,,,"82",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-17T14:00:00","47.18","-40.97",,,"1","3","2","5",,,,"3",,,,,,,,,,"10098",,,"3",,,,,,,"127",,,,,,,,,,,,,"173","70","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T14:00:00","42.00","-44.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10089",,,"3",,,,,,,"179",,,,,,,,,,,,,"173","24","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T14:00:00","48.90","-43.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10036",,,"3",,,,,,,"85",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T14:00:00","46.74","-43.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10076",,,"3",,,,,,,"72",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"P3ZY6","2006-12-17T14:00:00","43.20","-49.30",,,"1","6",,,"6","4",,"1","DE","0","230","0","120","0","96",,"2","10120","3","50","0","60",,,,,,,"6","6","7","0","2","0","0","3","3","23","5","6","173","39","926","112","5","1","2","2","F1111F","111A111AAA1111",,,"4","1","8","1",,,,,,,,,,,,,,"4",,,"6","11111191194111111191","5",,,,,,,
"44909","2006-12-17T14:20:00","43.17","-47.82",,,"1","3","2","5",,,,"3",,,,,,,,,,"10114",,,"3",,,,,,,"96",,,,,,,,,,,,,"173","37","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T14:42:00","48.55","-42.71",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"92",,,,,,,,,,,,,"173","82","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T14:42:00","47.07","-48.33",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"18",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T14:50:00","48.97","-43.29",,,"1","3","2","5",,,,"3",,,,,,,,,,"10043",,,"3",,,,,,,"82",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3EFV8","2006-12-17T15:00:00","46.20","-42.00",,,"1","6","0","0","6","5",,"1",,"0","180","4","175",,"95","62","6","10080","7","52","0","160","0","150",,"140","1","110","8","8","9",,"3","2","A","10","10","24","12","12","173","62","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44622","2006-12-17T15:00:00","47.18","-40.97",,,"1","3","2","5",,,,"3",,,,,,,,,,"10089",,,"3",,,,,,,"128",,,,,,,,,,,,,"173","70","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T15:00:00","42.00","-44.62",,,"1","3","2","5",,,,"3",,,,,,,,,,"10093",,,"3",,,,,,,"179",,,,,,,,,,,,,"173","24","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T15:00:00","48.88","-43.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10038",,,"3",,,,,,,"85",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T15:00:00","46.74","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10078",,,"3",,,,,,,"72",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C6QE7","2006-12-17T15:00:00","49.40","-48.10",,,"1","6","0","0","0","0",,"1",,"0","240","4","206",,"98","2","2","9990","1","36","3","41","0","28",,"10","0","52","7","7","5",,"4","0","0","7","9",,,,"173","98","992","114","5","1","2","2","111111","111111111111A1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"HP6038","2006-12-17T15:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","230","4","123",,"98","2","2","10064","1","25","3","51","0","42",,"30","0","43","8","8","5",,"4","A","A","5","4","22","10","8","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,"26","8","3",,,,,,,,,"4",,,,,,,,,,,,
"MLCA2","2006-12-17T15:00:00","42.30","-46.60",,,"1","6","0","0","1","1",,"1",,"0","60","4","123",,"96",,"1","10100","2","25","3","100","0","90",,"80",,,"8","6","6",,"4","5","A","3","2","20","6","9","173","26","992","114","5","1","2","2","F11111","111A11111A1111",,,,,,"1","1",,,,,,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-17T15:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","250","4","165",,"97","2","2","10047","2","27","3","33","0","21",,"10",,"38","8","8","5",,"4","A","A","7","6","22","11","7","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-17T15:00:00","46.70","-48.00",,,"1","6","0","0","0","0",,"1",,"0","250","4","123",,"97","2","2","10057","1","25","3","47","0","43",,"40","0","28","8","8","5",,"4","A","A","5","4","22","10","9","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44502","2006-12-17T15:20:00","48.55","-42.71",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"92",,,,,,,,,,,,,"173","82","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-17T15:20:00","43.17","-47.85",,,"1","3","2","5",,,,"3",,,,,,,,,,"10113",,,"3",,,,,,,"96",,,,,,,,,,,,,"173","37","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T15:50:00","48.97","-43.29",,,"1","3","2","5",,,,"3",,,,,,,,,,"10046",,,"3",,,,,,,"81",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T15:57:00","47.06","-48.35",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"18",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-17T16:00:00","47.18","-40.97",,,"1","3","2","5",,,,"3",,,,,,,,,,"10081",,,"3",,,,,,,"131",,,,,,,,,,,,,"173","70","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T16:00:00","42.00","-44.62",,,"1","3","2","5",,,,"3",,,,,,,,,,"10088",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T16:00:00","48.87","-43.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10043",,,"3",,,,,,,"84",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T16:00:00","46.74","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10078",,,"3",,,,,,,"72",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T16:19:00","48.55","-42.71",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"92",,,,,,,,,,,,,"173","82","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-17T16:20:00","43.17","-47.85",,,"1","3","2","5",,,,"3",,,,,,,,,,"10113",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T16:50:00","48.99","-43.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10052",,,"3",,,,,,,"81",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T17:00:00","47.06","-48.36",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"18",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-17T17:00:00","47.22","-41.10",,,"1","3","2","5",,,,"3",,,,,,,,,,"10076",,,"3",,,,,,,"132",,,,,,,,,,,,,"173","71","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T17:00:00","42.00","-44.66",,,"1","3","2","5",,,,"3",,,,,,,,,,"10095",,,"3",,,,,,,"179",,,,,,,,,,,,,"173","24","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T17:00:00","48.87","-43.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10052",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T17:00:00","46.74","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10080",,,"3",,,,,,,"72",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WDC6907","2006-12-17T17:00:00","47.70","-45.80",,,"1","6","0","0","6","3",,"1",,"0","240","3","144",,"97","2","6","10060","1","20","3","45","0","35",,"20","1","70","8","8","7",,"2","A","A","5","9","16","7","4","173","75","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"WQVY","2006-12-17T17:00:00","42.30","-43.20",,,"1","6","0","0","2","4",,"1",,"0","200","4","154",,"94","82","8","10085","6","10","3","130","0","130",,"130",,,"8","8","9",,"1","2","A","4","4","20","7","10","173","23","992","114","5","1","2","2","F11113","111111111A1111",,,,,,"1","6",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44502","2006-12-17T17:03:00","48.57","-42.74",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-17T17:20:00","43.18","-47.85",,,"1","3","2","5",,,,"3",,,,,,,,,,"10118",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T17:38:00","48.57","-42.74",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T17:44:00","47.06","-48.36",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"18",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T17:50:00","48.99","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10052",,,"3",,,,,,,"81",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-17T18:00:00","47.22","-41.10",,,"1","3","2","5",,,,"3",,,,,,,,,,"10077",,,"3",,,,,,,"132",,,,,,,,,,,,,"173","71","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T18:00:00","42.02","-44.68",,,"1","3","2","5",,,,"3",,,,,,,,,,"10102",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T18:00:00","48.86","-43.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10061",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T18:00:00","46.73","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10088",,,"3",,,,,,,"72",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C6QE7","2006-12-17T18:00:00","49.40","-48.10",,,"1","6","0","0","0","0",,"1",,"0","260","4","180",,"98","15","8","10030","3","40","3","35","0","22",,"10","0","53","7","7","1",,"4","0","0","7","8",,,,"173","98","992","114","5","1","2","2","111111","111111111111A1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"HP6038","2006-12-17T18:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","250","4","123",,"97","2","2","10077","2","13","3","51","0","41",,"30","0","43","8","8","5",,"4","A","A","5","3","22","11","7","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,"26","8","3",,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-17T18:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","250","4","159",,"98","1","2","10069","2","22","3","33","0","21",,"10",,"38","7","7","5",,"5","0","0","4","3","21","12","9","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-17T18:00:00","46.70","-48.00",,,"1","6","0","0","0","0",,"1",,"0","250","4","129",,"97","2","2","10070","3","13","3","42","0","39",,"40","0","28","8","8","5",,"4","A","A","5","4","22","10","7","173","68","992","114","5","1","2","2","111113","11111113311111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44909","2006-12-17T18:20:00","43.18","-47.85",,,"1","3","2","5",,,,"3",,,,,,,,,,"10124",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T18:24:00","47.05","-48.37",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"18",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T18:50:00","49.00","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10071",,,"3",,,,,,,"81",,,,,,,,,,,,,"173","93","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-17T19:00:00","47.24","-41.16",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"131",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T19:00:00","42.00","-44.70",,,"1","3","2","5",,,,"3",,,,,,,,,,"10107",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T19:00:00","48.85","-43.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10067",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T19:00:00","46.72","-43.26",,,"1","3","2","5",,,,"3",,,,,,,,,,"10093",,,"3",,,,,,,"72",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T19:20:00","48.58","-42.75",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-17T19:20:00","43.17","-47.87",,,"1","3","2","5",,,,"3",,,,,,,,,,"10131",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-17T20:00:00","47.28","-41.24",,,"1","3","2","5",,,,"3",,,,,,,,,,"10091",,,"3",,,,,,,"130",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T20:00:00","42.00","-44.70",,,"1","3","2","5",,,,"3",,,,,,,,,,"10114",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T20:00:00","48.85","-43.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10074",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T20:00:00","46.72","-43.26",,,"1","3","2","5",,,,"3",,,,,,,,,,"10103",,,"3",,,,,,,"71",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T20:10:00","48.60","-42.76",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T20:12:00","47.05","-48.38",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"19",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-17T20:20:00","43.17","-47.87",,,"1","3","2","5",,,,"3",,,,,,,,,,"10139",,,"3",,,,,,,"97",,,,,,,,,,,,,"173","37","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-17T20:50:00","49.02","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10082",,,"3",,,,,,,"80",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-17T20:59:00","47.05","-48.38",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"19",,,,,,,,,,,,,"173","78","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-17T21:00:00","48.60","-42.76",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"91",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-17T21:00:00","47.29","-41.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10094",,,"3",,,,,,,"130",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-17T21:00:00","42.01","-44.77",,,"1","3","2","5",,,,"3",,,,,,,,,,"10115",,,"3",,,,,,,"178",,,,,,,,,,,,,"173","24","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-17T21:00:00","48.85","-43.57",,,"1","3","2","5",,,,"3",,,,,,,,,,"10081",,,"3",,,,,,,"83",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-17T21:00:00","46.71","-43.27",,,"1","3","2","5",,,,"3",,,,,,,,,,"10107",,,"3",,,,,,,"72",,,,,,,,,,,,,"173","63","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C6QE7","2006-12-17T21:00:00","49.40","-48.10",,,"1","6","0","0","0","0",,"1",,"0","260","4","108",,"98","2","2","10068","1","38","3","25","0","11",,"-10","0","50","8","8","4",,"4","A","A","7","8",,,,"173","98","992","114","5","1","2","1","111111","111111111111A1",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"HP6038","2006-12-17T21:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","250","4","87",,"97","2","2","10100","2","23","3","52","0","38",,"20","0","45","8","8","5",,"4","A","A","5","3","22","11","7","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,"26","8","4",,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-17T21:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","250","4","87",,"98","2","2","10094","2","25","3","28","0","21",,"10",,"38","7","7","5",,"5","0","0","4","2","21","11","7","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-17T21:00:00","46.70","-48.00",,,"1","6","0","0","0","0",,"1",,"0","260","4","77",,"98","2","2","10096","2","26","3","38","0","31",,"20","0","28","8","8","5",,"5","A","A","4","3","22","10","7","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
